1	175980	176020	1	1
1	176980	177020	1	1
1	177980	178020	1	0
1	178980	179020	1	1
1	179980	180020	2	1
1	180980	181020	1	1
1	181980	182020	1	0
1	182980	183020	1	1
1	183980	184020	1	0
1	184980	185020	1	1
1	185980	186020	1	1
1	186980	187020	1	1
1	187980	188020	1	1
1	188980	189020	1	1
1	189980	190020	1	1
1	190980	191020	1	1
1	191980	192020	1	1
1	192980	193020	1	1
1	193980	194020	1	0
1	194980	195020	1	1
1	195980	196020	1	0
1	196980	197020	1	1
1	197980	198020	1	1
1	198980	199020	1	1
1	199980	200020	1	1
1	200980	201020	1	1
1	201980	202020	1	1
1	202980	203020	1	1
1	203980	204020	1	1
1	204980	205020	1	1
1	205980	206020	1	1
1	206980	207020	1	1
1	207980	208020	1	4
1	208980	209020	1	1
1	209980	210020	1	1
1	210980	211020	1	1
1	211980	212020	1	1
1	212980	213020	1	1
1	213980	214020	1	1
1	214980	215020	1	0
1	215980	216020	1	1
1	216980	217020	1	1
1	217980	218020	1	1
1	218980	219020	1	1
1	219980	220020	1	1
1	220980	221020	1	0
1	221980	222020	1	1
1	222980	223020	1	0
1	223980	224020	1	1
1	224980	225020	1	1
1	225980	226020	1	0
1	226980	227020	1	0
1	227980	228020	2	1
1	228980	229020	1	1
1	229980	230020	1	1
1	230980	231020	1	4
1	231980	232020	1	1
1	232980	233020	1	1
1	233980	234020	1	1
1	234980	235020	1	0
1	235980	236020	1	1
1	236980	237020	1	0
1	237980	238020	1	1
1	238980	239020	2	3
1	239980	240020	1	1
1	240980	241020	1	1
1	241980	242020	1	1
1	242980	243020	1	1
1	243980	244020	1	4
1	244980	245020	1	2
1	245980	246020	1	1
1	246980	247020	2	1
1	247980	248020	1	1
1	248980	249020	1	1
1	249980	250020	1	1
1	250980	251020	1	1
1	251980	252020	1	1
1	252980	253020	1	1
1	253980	254020	1	0
1	254980	255020	1	1
1	255980	256020	1	0
1	256980	257020	1	0
1	257980	258020	1	1
1	258980	259020	1	1
1	259980	260020	1	1
1	260980	261020	1	1
1	261980	262020	1	1
1	262980	263020	1	1
1	263980	264020	1	0
1	264980	265020	1	1
1	265980	266020	1	1
1	266980	267020	1	1
1	267980	268020	1	1
1	268980	269020	1	1
1	269980	270020	1	0
1	270980	271020	1	1
1	271980	272020	1	1
1	272980	273020	1	1
1	273980	274020	1	1
1	274980	275020	1	1
1	275980	276020	1	1
1	276980	277020	1	0
1	277980	278020	1	1
1	278980	279020	1	0
1	279980	280020	1	1
1	280980	281020	1	1
1	281980	282020	1	1
1	282980	283020	1	0
1	283980	284020	1	1
1	284980	285020	1	1
1	285980	286020	1	1
1	286980	287020	1	1
1	287980	288020	1	1
1	288980	289020	1	1
1	289980	290020	1	1
1	290980	291020	1	1
1	291980	292020	2	2
1	292980	293020	1	1
1	293980	294020	1	1
1	294980	295020	1	0
1	295980	296020	1	1
1	296980	297020	1	1
1	297980	298020	1	0
1	298980	299020	1	1
1	299980	300020	1	1
